userid,version,total_rounds,one_d_retention,seven_d_retention
2945254,Gate 40,26,1,0
2945256,Gate 40,85,1,0
2945647,Gate 30,18,0,0
2945710,Gate 30,33,0,0
2945793,Gate 40,23,1,0
2945828,Gate 30,2,0,0
2945943,Gate 30,2,0,0
2945975,Gate 40,91,1,0
2946044,Gate 40,64,1,0
2946108,Gate 30,21,1,0
2946152,Gate 40,3,0,0
2946200,Gate 40,36,0,0
2946210,Gate 30,68,1,0
2946230,Gate 30,7,0,0
2946236,Gate 30,12,0,0
2946528,Gate 30,3,0,1
2946598,Gate 30,19,0,0
2946633,Gate 40,8,0,0
2946665,Gate 40,6,0,0
2946687,Gate 40,13,0,0
2946814,Gate 30,49,1,0
2946838,Gate 30,28,0,0
2946971,Gate 40,4,0,0
2947009,Gate 30,96,1,1
2947068,Gate 30,10,0,0
2947152,Gate 40,370,1,1
2947185,Gate 40,147,1,1
2947372,Gate 30,2,0,0
2947474,Gate 30,17,0,0
2947642,Gate 30,101,1,0
2947984,Gate 30,2,0,0
2948101,Gate 30,251,1,1
2948312,Gate 30,1,0,0
2948358,Gate 30,1,0,0
2948449,Gate 30,3,0,0
2948682,Gate 40,153,1,1
2948848,Gate 40,59,1,0
2948888,Gate 40,46,1,0
2948997,Gate 30,523,1,1
2949000,Gate 30,1,0,0
2949005,Gate 30,37,1,0
2949007,Gate 40,12,0,0
2949081,Gate 30,7,0,0
2949109,Gate 30,95,1,0
2949221,Gate 30,4,0,0
2949345,Gate 30,53,1,1
2949721,Gate 40,2,0,0
2949742,Gate 40,173,1,1
2949863,Gate 40,96,1,0
2949963,Gate 40,5,0,0
2950178,Gate 30,43,1,0
2950288,Gate 30,17,1,0
2950321,Gate 30,4,0,0
2950684,Gate 40,56,1,1
2950701,Gate 40,43,0,1
2950884,Gate 40,32,1,0
2950925,Gate 30,218,1,0
2951047,Gate 30,6,0,0
2951106,Gate 40,23,1,0
2951258,Gate 30,142,1,0
2951649,Gate 40,14,0,0
2951749,Gate 40,90,1,0
2952056,Gate 30,6,0,0
2952099,Gate 30,177,1,1
2952171,Gate 40,8,1,0
2952227,Gate 30,13,0,0
2952344,Gate 40,18,0,0
2952421,Gate 30,18,1,0
2952468,Gate 40,101,1,0
2952726,Gate 40,280,1,1
2952820,Gate 40,21,0,0
2952857,Gate 40,24,1,0
2953058,Gate 30,10,1,0
2953436,Gate 40,6,1,0
2953529,Gate 40,6,0,0
2953675,Gate 40,64,1,1
2953783,Gate 40,74,1,0
2953928,Gate 40,6,0,0
2954053,Gate 40,19,0,0
2954069,Gate 40,5,0,0
2954100,Gate 40,14,0,0
2954243,Gate 30,1,0,0
2954348,Gate 40,36,1,0
2954523,Gate 40,3,0,0
2954605,Gate 40,10,0,0
2954682,Gate 40,16,1,0
2954807,Gate 30,8,0,0
2954988,Gate 30,15,1,0
2955338,Gate 30,56,1,1
2955455,Gate 40,24,0,0
2955941,Gate 30,2,0,0
2955995,Gate 30,2,0,0
2956166,Gate 30,15,1,0
2956268,Gate 30,76,1,0
2956357,Gate 40,42,0,0
2956375,Gate 30,0,0,0
2956408,Gate 40,56,0,0
2956548,Gate 30,1,0,0
2956634,Gate 30,13,0,0
2956686,Gate 30,1,1,0
2956911,Gate 40,14,1,0
2956983,Gate 40,620,1,1
2957021,Gate 40,138,1,0
2957274,Gate 40,41,1,0
2957314,Gate 40,9,1,0
2957374,Gate 40,54,0,0
2957397,Gate 30,0,0,0
2957502,Gate 40,7,0,0
2957595,Gate 40,35,1,0
2957758,Gate 40,7,0,0
2957775,Gate 40,6,0,0
2957913,Gate 30,14,0,0
2958249,Gate 40,12,0,0
2958340,Gate 40,3,0,0
2958452,Gate 40,204,1,1
2958592,Gate 30,2,0,0
2958608,Gate 30,159,1,1
2958727,Gate 30,70,0,1
2958737,Gate 40,13,0,0
2958846,Gate 40,7,0,0
2958918,Gate 40,5,0,0
2959044,Gate 30,1,0,0
2959161,Gate 40,71,1,0
2959251,Gate 40,3,0,0
2959312,Gate 30,12,0,0
2959342,Gate 30,18,1,0
2959438,Gate 30,43,0,1
2959729,Gate 30,64,1,0
2959852,Gate 30,39,1,0
2959858,Gate 40,68,1,0
2959977,Gate 30,4,1,0
2960352,Gate 30,8,0,0
2960756,Gate 40,42,0,0
2960925,Gate 40,14,1,0
2961019,Gate 30,3,0,0
2961076,Gate 40,79,1,0
2961113,Gate 30,14,0,0
2961347,Gate 40,657,1,1
2961387,Gate 40,6,0,0
2961712,Gate 40,91,1,0
2961722,Gate 40,31,1,0
2961802,Gate 30,1,1,0
2961881,Gate 30,6,0,0
2961927,Gate 40,3,0,0
2961994,Gate 40,38,0,0
2962019,Gate 30,1,0,0
2962067,Gate 40,8,0,0
2962341,Gate 30,33,1,1
2962429,Gate 40,11,0,0
2962480,Gate 40,91,1,0
2962493,Gate 30,3,0,0
2962562,Gate 30,74,0,1
2962570,Gate 40,83,1,1
2962814,Gate 30,3,0,0
2962839,Gate 30,28,1,0
2963129,Gate 40,23,1,0
2963138,Gate 30,14,0,0
2963217,Gate 40,5,0,0
2963560,Gate 40,9,1,0
2963726,Gate 40,97,1,0
2963789,Gate 40,39,1,0
2963845,Gate 30,33,0,0
2964075,Gate 40,2,0,0
2964089,Gate 40,61,1,0
2964292,Gate 40,38,0,0
2964474,Gate 30,139,1,1
2964513,Gate 30,551,1,1
2964523,Gate 30,2,0,0
2964644,Gate 30,49,1,0
2964727,Gate 40,0,0,0
2964745,Gate 40,25,0,0
2964815,Gate 40,16,0,0
2964824,Gate 30,43,0,0
2964858,Gate 40,20,1,0
2965429,Gate 30,1,0,0
2965443,Gate 40,13,0,0
2965650,Gate 40,87,1,1
2965791,Gate 40,37,1,1
2965800,Gate 30,23,1,0
2966064,Gate 40,22,0,0
2966127,Gate 40,60,0,0
2966209,Gate 30,16,0,0
2966401,Gate 30,74,0,0
2966647,Gate 40,36,1,0
2966692,Gate 30,7,1,0
2966714,Gate 30,43,0,0
2966896,Gate 30,263,1,1
2966980,Gate 40,19,0,0
2967202,Gate 30,1,0,0
2967223,Gate 30,7,1,1
2967297,Gate 40,13,0,0
2967499,Gate 40,16,1,0
2967583,Gate 40,1,0,0
2967819,Gate 30,29,1,0
2968177,Gate 30,8,0,0
2968259,Gate 40,6,0,0
2968270,Gate 30,3,0,0
2968292,Gate 30,36,1,0
2968555,Gate 40,50,0,0
2968633,Gate 30,8,0,0
2968639,Gate 30,34,0,0
2968707,Gate 30,3,0,0
2968802,Gate 30,107,1,0
2968849,Gate 30,9,0,0
2968953,Gate 40,57,1,0
2969079,Gate 30,5,0,0
2969171,Gate 30,11,1,0
2969183,Gate 30,66,1,0
2969191,Gate 40,1,0,0
2969218,Gate 40,4,0,1
2969221,Gate 40,24,1,1
2969241,Gate 40,5,0,0
2969722,Gate 30,33,0,0
2969724,Gate 40,24,0,0
2969805,Gate 30,8,0,0
2969852,Gate 40,13,1,0
2969854,Gate 30,65,1,0
2969918,Gate 40,131,0,1
2970528,Gate 30,86,1,1
2970728,Gate 40,12,0,1
2970751,Gate 30,3,0,0
2971036,Gate 40,1,0,0
2971091,Gate 30,27,0,0
2971094,Gate 30,280,1,1
2971099,Gate 30,7,0,0
2971164,Gate 40,3,0,0
2971352,Gate 30,18,1,1
2971527,Gate 30,25,1,0
2971640,Gate 40,227,0,1
2971788,Gate 30,1,1,0
2971876,Gate 40,18,1,0
2971893,Gate 30,1,0,0
2972161,Gate 40,1,0,0
2973011,Gate 30,11,1,0
2973056,Gate 40,12,1,0
2973224,Gate 40,19,1,0
2973256,Gate 40,41,1,0
2973438,Gate 40,60,1,1
2973519,Gate 30,2,0,0
2974009,Gate 40,42,1,0
2974165,Gate 30,27,1,0
2974187,Gate 40,12,0,0
2974328,Gate 40,3,1,0
2974528,Gate 30,3,0,0
2974577,Gate 30,4,1,0
2974580,Gate 40,1,0,0
2974733,Gate 30,24,0,0
2974742,Gate 30,3,0,0
2974870,Gate 40,3,0,0
2974875,Gate 40,13,1,0
2974899,Gate 40,43,1,0
2974921,Gate 40,144,0,1
2975043,Gate 40,183,0,1
2975422,Gate 30,3,0,0
2975467,Gate 40,1,0,0
2975543,Gate 40,2,0,0
2975634,Gate 30,1,0,0
2975676,Gate 30,11,0,0
2975678,Gate 40,0,0,0
2975904,Gate 40,65,1,0
2976062,Gate 30,8,0,0
2976178,Gate 40,6,0,0
2976202,Gate 40,23,1,0
2976239,Gate 40,82,0,0
2976350,Gate 30,52,1,0
2976361,Gate 40,83,1,0
2976413,Gate 30,23,0,0
2976446,Gate 40,69,1,0
2976455,Gate 30,20,0,0
2976635,Gate 30,161,1,1
2976639,Gate 40,0,0,0
2976967,Gate 40,21,1,0
2977191,Gate 30,5,0,0
2977658,Gate 30,114,1,0
2977680,Gate 30,357,1,1
2977890,Gate 40,0,0,0
2977914,Gate 40,4,0,0
2977939,Gate 30,16,1,0
2977963,Gate 40,32,1,0
2978144,Gate 40,157,1,1
2978236,Gate 30,16,1,0
2978259,Gate 30,21,1,0
2978263,Gate 40,97,0,0
2978466,Gate 40,8,0,0
2978492,Gate 30,131,1,0
2978516,Gate 30,35,1,0
2978554,Gate 30,79,1,0
2978745,Gate 40,12,0,0
2978823,Gate 40,9,1,0
2978828,Gate 40,0,0,0
2978881,Gate 30,74,1,0
2978932,Gate 40,46,0,0
2979130,Gate 40,38,1,0
2979134,Gate 30,26,1,0
2979164,Gate 30,4,0,0
2979312,Gate 30,4,0,0
2979324,Gate 40,2,0,0
2979385,Gate 30,197,1,1
2979390,Gate 40,18,1,0
2979474,Gate 40,57,0,0
2979500,Gate 40,30,1,0
2979625,Gate 40,2,0,0
2979827,Gate 40,2,0,0
2979873,Gate 30,67,1,0
2980356,Gate 30,41,1,0
2980510,Gate 40,0,0,0
2980519,Gate 40,6,0,0
2980821,Gate 40,42,0,1
2980873,Gate 40,32,1,0
2981160,Gate 30,4,0,0
2981171,Gate 40,12,1,0
2981200,Gate 40,32,0,0
2981287,Gate 30,1,0,0
2981315,Gate 40,24,1,0
2981429,Gate 40,143,1,1
2981438,Gate 40,21,1,0
2981467,Gate 30,10,0,0
2981476,Gate 40,332,1,1
2981507,Gate 30,18,0,0
2981701,Gate 40,167,1,1
2981776,Gate 40,23,0,0
2981826,Gate 40,19,0,0
2981959,Gate 40,113,1,0
2982235,Gate 40,3,0,0
2982303,Gate 40,12,0,0
2982616,Gate 30,106,0,1
2982744,Gate 40,2,0,0
2982909,Gate 40,31,1,1
2982934,Gate 30,35,0,0
2983033,Gate 30,8,0,0
2983262,Gate 40,9,0,0
2983295,Gate 40,42,1,0
2983417,Gate 30,46,1,0
2983436,Gate 40,1,0,0
2983458,Gate 40,4,0,0
2983472,Gate 30,5,0,1
2983492,Gate 40,5,0,0
2983707,Gate 40,35,1,1
2983736,Gate 30,248,1,1
2983747,Gate 40,3,0,0
2983849,Gate 40,1,0,0
2983922,Gate 30,1,0,0
2984026,Gate 40,259,1,0
2984108,Gate 30,117,1,1
2984237,Gate 40,126,1,1
2984341,Gate 30,12,1,0
2984445,Gate 40,228,0,0
2984525,Gate 40,9,0,0
2984587,Gate 40,1,0,0
2984599,Gate 40,28,1,0
2984663,Gate 30,59,1,0
2984710,Gate 40,37,1,0
2985016,Gate 30,1,1,1
2985033,Gate 30,27,1,0
2985230,Gate 40,0,0,0
2985241,Gate 30,5,0,0
2985394,Gate 40,0,1,0
2985652,Gate 40,0,0,0
2985730,Gate 40,3,0,0
2985732,Gate 40,3,0,0
2985788,Gate 30,11,0,0
2985863,Gate 30,25,0,0
2985875,Gate 40,21,0,0
2986013,Gate 30,14,0,0
2986239,Gate 30,100,1,1
2986269,Gate 30,199,1,1
2986472,Gate 40,2,0,0
2986538,Gate 40,1,0,0
2986547,Gate 30,81,1,0
2986596,Gate 30,47,1,0
2987033,Gate 40,5,0,0
2987168,Gate 30,19,0,1
2987493,Gate 30,513,1,1
2987533,Gate 30,300,1,1
2987731,Gate 40,16,1,0
2987868,Gate 40,9,0,0
2987899,Gate 30,68,1,1
2988050,Gate 40,444,1,1
2988111,Gate 30,57,1,0
2988126,Gate 40,17,0,0
2988300,Gate 30,50,1,0
2988543,Gate 40,38,0,0
2988742,Gate 30,50,0,1
2988976,Gate 30,14,0,0
2989008,Gate 40,27,1,0
2989386,Gate 30,99,1,0
2989544,Gate 40,130,1,0
2989821,Gate 40,50,1,0
2990015,Gate 40,16,0,0
2990056,Gate 30,215,1,1
2990085,Gate 40,75,1,1
2990191,Gate 30,30,1,0
2990475,Gate 30,265,1,1
2990499,Gate 30,4,0,0
2990572,Gate 40,34,1,0
2990590,Gate 40,1,0,0
2990618,Gate 30,2,0,0
2990898,Gate 30,7,0,0
2991223,Gate 40,415,1,1
2991346,Gate 30,20,0,0
2991361,Gate 30,24,1,1
2991575,Gate 40,25,1,0
2991602,Gate 40,2,0,0
2991833,Gate 40,6,0,0
2991918,Gate 40,83,0,1
2991933,Gate 30,82,1,0
2991987,Gate 30,30,1,0
2992010,Gate 30,37,0,0
2992069,Gate 40,97,1,1
2992166,Gate 30,16,0,0
2992172,Gate 30,7,0,0
2992637,Gate 30,160,1,0
2992771,Gate 40,28,0,0
2993052,Gate 30,9,0,0
2993053,Gate 30,32,1,0
2993056,Gate 30,1097,1,1
2993067,Gate 30,22,0,0
2993319,Gate 40,253,1,1
2993426,Gate 30,3,0,0
2993436,Gate 40,311,1,1
2993578,Gate 40,280,1,1
2993819,Gate 40,30,1,0
2993888,Gate 30,0,0,0
2994081,Gate 30,10,0,0
2994098,Gate 40,24,0,1
2994100,Gate 40,16,0,0
2994176,Gate 30,37,1,0
2994355,Gate 40,111,1,1
2994364,Gate 40,33,1,0
2994433,Gate 30,108,1,0
2994518,Gate 40,23,0,0
2994857,Gate 30,2,1,0
2994927,Gate 40,9,0,0
2994931,Gate 40,0,0,0
2994982,Gate 40,7,0,0
2995069,Gate 40,457,1,1
2995178,Gate 30,60,1,1
2995213,Gate 40,76,1,1
2995433,Gate 30,57,1,0
2995549,Gate 40,4,0,0
2995963,Gate 30,36,1,0
2995994,Gate 30,8,0,0
2996035,Gate 30,48,1,1
2996124,Gate 30,2,0,0
2996126,Gate 40,8,0,0
2996289,Gate 40,75,1,0
2996347,Gate 30,50,1,1
2996597,Gate 40,441,1,1
2996830,Gate 30,60,1,1
2996905,Gate 40,70,1,0
2996924,Gate 40,34,1,0
2997165,Gate 40,70,0,0
2997239,Gate 30,1,0,0
2997272,Gate 40,13,1,0
2997464,Gate 40,2,0,0
2997480,Gate 30,33,1,1
2997714,Gate 40,71,1,1
2997777,Gate 40,1,0,0
2997843,Gate 40,341,1,1
2997853,Gate 30,36,1,0
2997933,Gate 40,16,0,0
2998016,Gate 30,29,1,0
2998330,Gate 40,122,1,1
2998452,Gate 40,71,1,0
2998502,Gate 30,1,0,0
2998544,Gate 40,61,0,0
2998649,Gate 40,3,0,0
2998800,Gate 40,9,0,0
2998826,Gate 30,5,0,0
2998844,Gate 30,13,0,0
2998959,Gate 30,30,0,1
2999048,Gate 30,27,1,0
2999219,Gate 40,11,0,0
2999258,Gate 40,2,0,0
2999322,Gate 40,7,0,0
2999480,Gate 30,1,0,0
2999643,Gate 40,321,1,1
2999881,Gate 40,99,1,0
3000101,Gate 30,9,0,0
3000240,Gate 30,10,0,0
3000274,Gate 40,11,1,0
3000415,Gate 30,5,0,0
3000439,Gate 30,3,0,0
3000524,Gate 30,20,0,0
3000547,Gate 40,0,0,0
3000588,Gate 30,1491,1,1
3000818,Gate 30,18,0,0
3000954,Gate 30,50,1,0
3001349,Gate 30,0,0,0
3001381,Gate 40,9,0,0
3001399,Gate 30,5,0,0
3001442,Gate 40,13,0,0
3001495,Gate 30,5,0,0
3001571,Gate 40,4,0,0
3001664,Gate 40,11,0,0
3001783,Gate 40,27,0,0
3001863,Gate 40,10,1,0
3001900,Gate 40,21,0,0
3002069,Gate 30,6,0,0
3002207,Gate 30,123,1,0
3002532,Gate 30,5,0,0
3002797,Gate 30,11,0,0
3002849,Gate 40,157,0,0
3003020,Gate 30,8,0,0
3003107,Gate 30,1,0,0
3003376,Gate 30,22,1,0
3003401,Gate 30,8,0,0
3003475,Gate 40,20,0,0
3003536,Gate 40,0,0,0
3003613,Gate 40,2,0,0
3003625,Gate 40,31,1,1
3003708,Gate 30,77,1,1
3003779,Gate 40,85,0,0
3003844,Gate 40,6,0,0
3004075,Gate 30,2,0,0
3004251,Gate 40,138,1,1
3004413,Gate 30,0,0,0
3004532,Gate 30,0,0,0
3004690,Gate 40,16,1,0
3004834,Gate 30,113,1,1
3004987,Gate 30,189,1,0
3005769,Gate 30,8,0,0
3005817,Gate 40,2,0,0
3006006,Gate 30,18,0,0
3006057,Gate 30,122,0,1
3006234,Gate 40,112,1,0
3006239,Gate 30,3,0,0
3006323,Gate 40,10,1,0
3006380,Gate 30,16,0,0
3006571,Gate 40,3,0,0
3006597,Gate 40,50,0,0
3006618,Gate 30,10,0,0
3006666,Gate 30,36,1,0
3007102,Gate 40,6,0,0
3007160,Gate 30,55,1,0
3007164,Gate 40,17,0,0
3007309,Gate 40,34,1,1
3007435,Gate 30,28,1,0
3007564,Gate 30,1,0,0
3007700,Gate 30,44,0,1
3007712,Gate 40,378,1,1
3007885,Gate 40,80,1,1
3007972,Gate 30,7,0,0
3007978,Gate 40,23,1,0
3008013,Gate 30,10,0,0
3008109,Gate 40,52,1,0
3008265,Gate 30,3,0,0
3008426,Gate 30,2,0,0
3008429,Gate 30,3,0,0
3008670,Gate 40,227,1,1
3008684,Gate 30,10,0,1
3008694,Gate 40,15,1,0
3008781,Gate 40,88,0,0
3008819,Gate 40,8,1,0
3008971,Gate 40,583,1,1
3008993,Gate 30,1,0,0
3009012,Gate 40,2,0,0
3009117,Gate 30,54,1,0
3009188,Gate 40,569,1,1
3009401,Gate 30,5,0,0
3009407,Gate 40,40,1,0
3009468,Gate 30,9,0,0
3009638,Gate 30,9,0,0
3009696,Gate 40,5,0,0
3009824,Gate 40,4,0,0
3009865,Gate 30,181,1,0
3009906,Gate 30,2,0,0
3010001,Gate 30,42,0,0
3010233,Gate 40,24,1,0
3010266,Gate 30,4,0,0
3010403,Gate 30,1,0,0
3010411,Gate 40,1,0,0
3010547,Gate 40,16,0,0
3010638,Gate 40,31,0,1
3010866,Gate 40,4,0,0
3011040,Gate 30,3,0,0
3011135,Gate 30,6,0,0
3011404,Gate 40,16,0,0
3011482,Gate 40,9,0,0
3011594,Gate 40,31,0,0
3011660,Gate 30,96,1,0
3011721,Gate 30,38,1,0
3011925,Gate 30,42,0,0
3011943,Gate 40,49,1,1
3011944,Gate 30,0,0,0
3011958,Gate 40,2,0,0
3012046,Gate 30,174,1,1
3012050,Gate 40,27,0,1
3012198,Gate 30,8,0,0
3012208,Gate 40,65,1,0
3012403,Gate 30,28,1,0
3012497,Gate 40,32,1,1
3012514,Gate 30,54,1,0
3012709,Gate 30,15,0,0
3012718,Gate 40,15,0,0
3012747,Gate 30,182,0,1
3012801,Gate 40,73,1,0
3012902,Gate 40,10,0,0
3013067,Gate 40,73,0,1
3013127,Gate 30,0,0,0
3013311,Gate 30,0,0,0
3013467,Gate 30,4,0,1
3013475,Gate 40,5,0,0
3013502,Gate 40,149,1,1
3013532,Gate 40,228,1,1
3013560,Gate 40,20,0,0
3013617,Gate 30,20,0,0
3013683,Gate 40,2,0,0
3013822,Gate 30,56,1,0
3013837,Gate 40,7,1,0
3014095,Gate 30,10,0,0
3014557,Gate 40,28,0,0
3014763,Gate 30,2,0,0
3014979,Gate 40,14,0,0
3015023,Gate 30,1,0,0
3015235,Gate 30,45,0,0
3015283,Gate 30,144,0,0
3015439,Gate 40,6,0,0
3015448,Gate 30,15,0,0
3015533,Gate 40,33,0,0
3015537,Gate 40,7,0,0
3015596,Gate 30,45,1,0
3015786,Gate 40,662,1,1
3015819,Gate 40,13,0,0
3015906,Gate 40,158,1,1
3016072,Gate 30,8,1,0
3016173,Gate 40,4,1,0
3016302,Gate 30,15,0,0
3016521,Gate 40,4,0,0
3016528,Gate 30,9,0,0
3016530,Gate 40,6,0,0
3016560,Gate 30,11,0,0
3016753,Gate 30,6,0,0
3016781,Gate 40,59,0,0
3016785,Gate 40,221,1,1
3016807,Gate 30,2,0,1
3017074,Gate 30,3,0,0
3017195,Gate 40,2,0,0
3017267,Gate 30,84,1,1
3017270,Gate 30,3,0,0
3017332,Gate 40,9,1,0
3017390,Gate 30,43,1,0
3017419,Gate 40,15,1,0
3017448,Gate 30,86,1,0
3017557,Gate 40,2,0,0
3017627,Gate 30,19,0,0
3017757,Gate 40,1,0,0
3017813,Gate 40,54,1,0
3017861,Gate 40,214,1,0
3017867,Gate 40,13,0,0
3017900,Gate 30,32,1,0
3018213,Gate 30,49,0,0
3018226,Gate 40,7,0,0
3018238,Gate 40,1,0,0
3018470,Gate 40,65,1,1
3018664,Gate 30,0,0,0
3018794,Gate 30,22,1,0
3018892,Gate 40,0,0,0
3018894,Gate 30,3,1,0
3018996,Gate 40,65,1,1
3019575,Gate 40,30,1,0
3019888,Gate 30,18,1,1
3019987,Gate 40,3,0,0
3020074,Gate 40,27,0,0
3020112,Gate 30,14,0,0
3020344,Gate 40,34,0,1
3020371,Gate 40,112,1,1
3020608,Gate 40,2,0,0
3020623,Gate 30,6,0,0
3020728,Gate 40,3,0,0
3020737,Gate 40,127,1,1
3020754,Gate 30,1522,1,1
3020809,Gate 40,2,1,0
3021390,Gate 30,20,1,0
3021392,Gate 30,29,1,0
3021596,Gate 30,1,0,0
3021730,Gate 30,128,1,0
3021958,Gate 40,83,1,0
3022050,Gate 30,10,0,0
3022092,Gate 30,8,0,0
3022227,Gate 30,38,1,0
3022275,Gate 30,3,0,0
3022494,Gate 30,70,0,1
3022498,Gate 40,38,0,0
3022559,Gate 30,49,1,0
3022722,Gate 40,18,0,0
3023130,Gate 40,9,1,0
3023236,Gate 40,535,1,1
3023318,Gate 40,1,0,0
3023342,Gate 30,52,1,0
3023367,Gate 30,15,0,0
3023438,Gate 30,88,0,1
3023449,Gate 40,32,1,0
3023548,Gate 40,87,1,0
3023757,Gate 30,3,0,0
3023785,Gate 40,26,1,0
3023787,Gate 40,5,0,0
3024053,Gate 30,27,0,0
3024197,Gate 40,2,0,0
3024259,Gate 30,24,0,0
3024405,Gate 30,68,1,0
3024408,Gate 30,4,0,0
3024481,Gate 30,123,1,0
3024681,Gate 40,148,1,1
3024749,Gate 40,9,0,0
3024831,Gate 40,6,0,0
3024878,Gate 30,65,1,0
3024938,Gate 30,38,1,0
3024974,Gate 40,2,0,0
3025039,Gate 40,4,0,0
3025108,Gate 30,9,1,0
3025252,Gate 30,3,0,0
3025572,Gate 40,0,0,0
3025632,Gate 30,263,1,1
3025774,Gate 30,23,1,1
3025827,Gate 30,11,0,0
3026042,Gate 40,21,0,1
3026144,Gate 30,198,1,1
3026201,Gate 40,13,1,0
3026255,Gate 30,3,0,0
3026299,Gate 30,5,0,0
3026303,Gate 30,97,1,1
3026578,Gate 40,43,1,0
3026861,Gate 40,38,0,0
3026952,Gate 30,15,0,0
3026987,Gate 30,213,1,0
3027067,Gate 30,4,0,0
3027148,Gate 40,2,0,0
3027194,Gate 30,154,0,0
3027242,Gate 40,226,1,1
3027263,Gate 30,0,0,0
3027283,Gate 40,4,0,0
3027421,Gate 30,1,0,0
3027593,Gate 40,178,1,0
3027716,Gate 40,13,0,0
3028007,Gate 40,21,0,0
3028380,Gate 30,38,0,0
3028438,Gate 40,35,1,0
3028690,Gate 30,11,0,0
3028802,Gate 40,1,0,0
3028815,Gate 40,4,0,0
3028820,Gate 30,8,0,0
3028822,Gate 30,124,1,1
3028826,Gate 30,166,1,1
3028827,Gate 30,29,1,0
3028936,Gate 30,2,0,0
3029079,Gate 30,2,0,0
3029350,Gate 40,10,0,0
3029355,Gate 40,117,1,1
3029522,Gate 30,200,1,0
3029669,Gate 40,11,0,0
3029695,Gate 40,3,1,0
3029726,Gate 30,1,0,0
3029877,Gate 30,5,0,0
3029910,Gate 30,50,1,0
3030111,Gate 30,74,1,1
3030364,Gate 40,9,0,0
3030371,Gate 40,46,1,0
3030379,Gate 30,4,0,0
3030399,Gate 30,179,1,1
3030489,Gate 40,1,0,0
3030541,Gate 30,54,1,0
3030552,Gate 30,555,1,1
3030679,Gate 30,4,0,0
3030695,Gate 30,3,0,0
3030696,Gate 30,30,0,0
3030774,Gate 40,180,1,1
3030775,Gate 40,100,1,1
3030919,Gate 30,79,1,1
3030947,Gate 30,24,0,0
3031444,Gate 40,72,1,0
3031451,Gate 40,7,0,0
3031612,Gate 30,0,0,0
3031690,Gate 40,11,1,0
3031792,Gate 30,10,0,0
3031831,Gate 40,0,0,0
3031950,Gate 30,3,0,0
3032212,Gate 30,6,0,0
3032253,Gate 30,49,0,0
3032363,Gate 40,69,1,0
3032389,Gate 30,59,1,1
3032436,Gate 40,5,0,0
3032493,Gate 30,14,1,0
3032574,Gate 40,545,1,1
3032611,Gate 40,64,1,0
3032619,Gate 30,3,0,0
3032620,Gate 30,17,0,0
3032624,Gate 40,3,0,0
3032660,Gate 40,65,1,0
3032777,Gate 30,214,1,0
3032873,Gate 30,0,0,0
3033200,Gate 30,15,1,0
3033260,Gate 40,3,0,0
3033286,Gate 30,31,1,0
3033325,Gate 30,11,1,0
3033489,Gate 30,8,0,0
3033502,Gate 40,13,1,0
3033525,Gate 40,13,0,0
3033637,Gate 40,9,1,0
3033815,Gate 40,59,1,0
3033938,Gate 40,31,0,0
3034066,Gate 30,497,1,1
3034128,Gate 30,1,0,0
3034391,Gate 30,36,1,0
3034697,Gate 40,6,0,0
3034757,Gate 30,2,0,0
3034833,Gate 30,2,0,0
3034895,Gate 40,5,0,0
3035098,Gate 40,281,1,1
3035180,Gate 30,12,1,0
3035262,Gate 30,11,0,0
3035305,Gate 40,27,0,0
3035332,Gate 40,56,1,1
3035570,Gate 40,59,1,1
3035639,Gate 40,14,1,0
3035661,Gate 30,96,0,1
3035917,Gate 30,94,1,1
3036183,Gate 40,6,0,0
3036481,Gate 30,13,1,0
3036656,Gate 30,16,1,1
3036798,Gate 40,431,1,1
3036920,Gate 40,48,1,0
3036953,Gate 30,4,0,0
3036972,Gate 30,3,1,0
3037085,Gate 30,23,1,0
3037132,Gate 40,15,0,1
3037138,Gate 30,9,0,0
3037248,Gate 30,1061,1,1
3038032,Gate 30,18,0,0
3038418,Gate 40,40,1,0
3038504,Gate 40,18,0,0
3038679,Gate 40,3,0,0
3038865,Gate 30,24,1,0
3039059,Gate 30,57,1,0
3039123,Gate 40,2,0,0
3039180,Gate 30,72,1,1
3039204,Gate 30,23,1,0
3039257,Gate 40,271,1,0
3039263,Gate 40,28,1,0
3039416,Gate 40,133,1,1
3039901,Gate 40,33,0,0
3039925,Gate 30,40,1,0
3039930,Gate 30,6,0,0
3040480,Gate 40,18,0,1
3040572,Gate 30,13,1,0
3040865,Gate 30,9,0,0
3041018,Gate 40,4,0,0
3041031,Gate 40,0,0,0
3041205,Gate 30,3,0,0
3041268,Gate 30,2,0,0
3041429,Gate 30,11,1,1
3041569,Gate 40,3,0,0
3041602,Gate 40,38,1,1
3041657,Gate 30,31,1,0
3041666,Gate 30,40,1,0
3041829,Gate 30,0,0,0
3042051,Gate 40,6,0,0
3042181,Gate 40,13,0,0
3042188,Gate 40,3,0,0
3042251,Gate 30,41,0,0
3042272,Gate 40,177,1,1
3042278,Gate 40,3,1,0
3042306,Gate 30,139,1,0
3042454,Gate 30,1,0,0
3042565,Gate 40,230,1,1
3042697,Gate 30,79,0,0
3042730,Gate 30,12,0,0
3042978,Gate 40,9,0,0
3042996,Gate 30,16,0,0
3043084,Gate 30,19,0,0
3043165,Gate 30,8,0,0
3043215,Gate 30,125,1,0
3043377,Gate 40,47,1,0
